Transcript	geneID	Gene_stable_ID	Gene_name	AAs	OrthoGroup	Isoelectric_point	RNAseq_TPM	Riboseq_TPM	AgeNode	DuplNode	MGCAT	blastn	AA_NEGATIVE	PNe	PSe	PNo	PSo	Gene_description
FBtr0076510	FBgn0040321	FBgn0040321	GNBP3	490	OG0002297	6.00000228577572	38.5007020865287	26.0780117765781	Conserved	No_dupl	TRUE	TRUE	12.6530612244898	1093	379	3	16	Gram-negative bacteria binding protein 3
FBtr0076511	FBgn0011787	FBgn0011787	mRpL12	182	OG0007204	8.6881003680823	61.4752810952668	32.604254973502	Conserved	No_dupl	TRUE	TRUE	13.1868131868132	398	150	0	4	mitochondrial ribosomal protein L12
FBtr0076512	FBgn0035941	FBgn0035941	CG13313	415	OG0001393	5.12653482945393	6.24278843678428	5.20808332487481	Conserved	No_dupl	TRUE	TRUE	5.54216867469879	909	338	2	16	
FBtr0076515	FBgn0035945	FBgn0035945	CG5026	620	OG0003452	6.67809502790966	10.217614455932	0.747858739626307	Conserved	No_dupl	TRUE	TRUE	9.35483870967742	1365	497	2	18	
FBtr0076517	FBgn0035947	FBgn0035947	Srp68	604	OG0004277	8.68327352764214	40.178746450642	31.5788085306067	Conserved	No_dupl	TRUE	TRUE	13.4105960264901	1342	472	3	22	Signal recognition particle 68
FBtr0076518	FBgn0035949	FBgn0035949	CG13314	126	OG0008860	8.56605116477302	0.985554595795842	0.335593785327177	N6	No_dupl	TRUE	TRUE	8.73015873015873	277	103	1	1	
FBtr0076519	FBgn0035951	FBgn0035951	CG5068	409	OG0004157	5.83026400658739	16.6659329823485	9.07993701725113	Conserved	No_dupl	TRUE	TRUE	12.958435207824	916	313	2	6	
FBtr0076520	FBgn0035953	FBgn0035953	CG5087	1078	OG0005586	8.65877090674039	10.5738224776523	4.30660259741025	Conserved	No_dupl	TRUE	TRUE	10.6679035250464	2388	848	5	28	
FBtr0076521	FBgn0035954	FBgn0035954	Doc3	424	OG0000212	6.56718598099339	0.798548904289557	0.331028156729668	Conserved	N5	TRUE	TRUE	9.19811320754717	938	336	5	11	Dorsocross3
FBtr0076522	FBgn0028789	FBgn0028789	Doc1	391	OG0000212	8.77746952114298	12.0215622162171	2.57004523854164	Conserved	N5	TRUE	TRUE	7.67263427109974	875	300	2	14	Dorsocross1
FBtr0076523	FBgn0035957	FBgn0035957	CG5144	388	OG0000575	8.31519210555843	118.626669772767	13.4799881632722	Conserved	N8	TRUE	TRUE	13.659793814433	871	295	1	12	
FBtr0076524	FBgn0035960	FBgn0035960	CG4942	351	OG0006252	9.70378406754879	5.19747987985014	3.43372914368375	Conserved	No_dupl	TRUE	TRUE	5.69800569800569	775	280	6	13	
FBtr0076529	FBgn0043806	FBgn0043806	CG32032	286	OG0002434	7.60227052837321	27.0598478883	31.4573467874212	N8	No_dupl	TRUE	TRUE	8.39160839160839	636	224	6	14	
FBtr0076530	FBgn0040827	FBgn0040827	CG13315	69	OG0009151	11.0000307005806	1398.16500106846	1766.15882429325	N8	No_dupl	TRUE	TRUE	4.34782608695652	155	54	0	8	
FBtr0076531	FBgn0035964	FBgn0035964	Dhpr	235	OG0003638	5.95964293846106	31.8836681313664	41.9701944508169	Conserved	No_dupl	TRUE	TRUE	9.78723404255319	514	193	2	21	Dihydropteridine reductase
FBtr0076537	FBgn0035965	FBgn0035965	Use1	250	OG0006105	9.45857719115779	13.4384727031234	10.5025559036238	Conserved	No_dupl	TRUE	TRUE	12	558	194	1	5	Unconventional SNARE in the ER 1
FBtr0076542	FBgn0035959	FBgn0035959	CG4911	450	OG0008432	6.59591681191155	14.920216426272	2.77240119457983	Conserved	No_dupl	TRUE	TRUE	10.8888888888889	1007	345	1	9	
FBtr0076543	FBgn0000116	FBgn0000116	Argk	562	OG0000575	7.11894614387185	584.321636839371	648.448706913833	Conserved	N8	TRUE	TRUE	12.2775800711744	1236	452	5	15	Arginine kinase
FBtr0076547	FBgn0035956	FBgn0035956	Doc2	469	OG0000212	6.04607505499419	0.372855487612566	0.218374643274852	Conserved	N6	TRUE	TRUE	9.59488272921109	1039	370	10	31	Dorsocross2
FBtr0076548	FBgn0035955	FBgn0035955	CG5194	302	OG0010082	5.4649462986507	28.8517787317495	14.0266091140335	N5	No_dupl	TRUE	TRUE	14.2384105960265	680	228	12	11	
FBtr0076552	FBgn0035952	FBgn0035952	CG5280	250	OG0004156	9.60650917720175	101.812746838772	29.9535038609619	Conserved	No_dupl	TRUE	TRUE	14	559	193	0	5	
FBtr0076553	FBgn0263199	FBgn0263199	Galk	490	OG0003075	7.54912598557594	52.4711795472319	57.7358330659617	Conserved	No_dupl	TRUE	TRUE	11.2244897959184	1093	379	9	15	Galactokinase
FBtr0076556	FBgn0035948	FBgn0035948	CG5644	459	OG0008143	5.05588644242874	3.23630722828575	0.646200992868312	Conserved	No_dupl	TRUE	TRUE	13.7254901960784	1019	360	3	10	
FBtr0076557	FBgn0086706	FBgn0086706	pix	611	OG0002644	8.42601199758906	125.402528101074	15.473395701388	Conserved	No_dupl	TRUE	TRUE	12.6022913256956	1358	477	0	17	pixie
FBtr0076559	FBgn0035943	FBgn0035943	CG5653	476	OG0000072	6.03483736539037	23.9786223576854	1.13427488016803	Conserved	N4	TRUE	TRUE	13.0252100840336	1063	367	15	17	
FBtr0076560	FBgn0035942	FBgn0035942	ValRS-m	994	OG0006743	6.23756619701071	20.6640773749985	7.71330447572161	Conserved	No_dupl	TRUE	TRUE	12.6760563380282	2220	764	11	18	Valyl-tRNA synthetase, mitochondrial
FBtr0076567	FBgn0052029	FBgn0052029	Cpr66D	270	OG0005295	5.9678802573154	6.93673318040943	5.13565897774146	Conserved	No_dupl	TRUE	TRUE	10	609	203	3	9	Cuticular protein 66D
FBtr0076568	FBgn0035922	FBgn0035922	Pex7	339	OG0005296	5.03954509255601	0.231910648391133	0	Conserved	No_dupl	TRUE	TRUE	11.2094395280236	749	270	2	18	Peroxin 7
FBtr0076569	FBgn0001168	FBgn0001168	h	337	OG0000350	9.64603978497339	51.019571265877	22.1375974976289	Conserved	N8	TRUE	TRUE	7.12166172106825	748	265	0	12	hairy
FBtr0076570	FBgn0035923	FBgn0035923	CG6511	1211	OG0003687	5.99081887335988	10.20251317767	1.68741250690596	Conserved	No_dupl	TRUE	TRUE	13.2122213047069	2708	927	2	36	
FBtr0076571	FBgn0000357	FBgn0000357	Cp18	172	OG0010083	9.36580490647041	1.43029433275846	0.0608791602350072	N5	No_dupl	TRUE	TRUE	2.90697674418605	373	145	3	1	Chorion protein 18
FBtr0076572	FBgn0000355	FBgn0000355	Cp15	115	OG0010564	8.96636675210501	2.59101984285019	0.0767195630922712	N5	No_dupl	TRUE	TRUE	5.21739130434782	249	98	0	3	Chorion protein 15
FBtr0076573	FBgn0000358	FBgn0000358	Cp19	173	OG0005873	9.4208775729183	0.178237523417865	0.303460637423346	N6	No_dupl	TRUE	TRUE	4.62427745664739	379	142	0	7	Chorion protein 19
FBtr0076574	FBgn0000356	FBgn0000356	Cp16	138	OG0008274	7.63497813279673	0	0.189226891726627	N6	No_dupl	TRUE	TRUE	7.97101449275362	296	120	3	6	Chorion protein 16
FBtr0076576	FBgn0035924	FBgn0035924	CG6576	267	OG0010563	4.30661746065591	51.2748083589151	4.62464745459518	Conserved	No_dupl	TRUE	TRUE	18.3520599250936	592	211	2	9	
FBtr0076580	FBgn0052024	FBgn0052024	CG32024	209	OG0012246	7.25549533006066	20.0675540581917	30.4239404005321	N2	No_dupl	TRUE	TRUE	5.74162679425838	471	158	5	8	
FBtr0076582	FBgn0035933	FBgn0035933	CG13309	229	OG0000401	5.26708840234011	135.830694854026	194.441417181937	N6	N3	TRUE	TRUE	4.80349344978166	504	185	3	14	
FBtr0076583	FBgn0263930	FBgn0263930	dally	626	OG0003876	5.93450286886309	22.8092244479831	21.1772010845753	Conserved	No_dupl	TRUE	TRUE	11.5015974440895	1400	480	3	31	division abnormally delayed
FBtr0076584	FBgn0052026	FBgn0052026	CG32026	719	OG0000327	9.76405439918164	103.562286560006	17.0095347542839	Conserved	N6	TRUE	TRUE	9.73574408901252	1577	582	11	42	
FBtr0076585	FBgn0020633	FBgn0020633	Mcm7	720	OG0003875	6.55212087074298	2.58008086989154	1.52037530820869	Conserved	No_dupl	TRUE	TRUE	14.0277777777778	1594	568	1	64	Minichromosome maintenance 7
FBtr0076587	FBgn0035931	FBgn0035931	CG13312	342	OG0000401	3.87053271630858	0.21872314372296	0.0558584943343822	N6	N5	TRUE	TRUE	6.4327485380117	756	272	6	16	
FBtr0076588	FBgn0052023	FBgn0052023	CG32023	160	OG0007575	5.86237730244999	42.6558041043636	64.3081644402058	N6	N2	TRUE	TRUE	10	363	119	5	4	
FBtr0076589	FBgn0035929	FBgn0035929	CG13311	153	OG0007575	4.48514143250396	17.5683203980152	19.2721872439305	N6	N2	TRUE	TRUE	10.4575163398693	348	113	2	5	
FBtr0076590	FBgn0035928	FBgn0035928	CG13310	401	OG0003733	7.37048085424336	0.0840816143079931	0.0858925543315645	Conserved	No_dupl	TRUE	TRUE	7.23192019950125	887	318	1	33	
FBtr0076591	FBgn0035926	FBgn0035926	Acbp5	82	OG0010562	5.04223123075951	430.215929873637	395.04712889405	Conserved	No_dupl	TRUE	TRUE	15.8536585365854	186	62	0	3	Acyl-CoA binding protein 5
FBtr0076592	FBgn0040828	FBgn0040828	CG13306	94	OG0008645	10.0904316826308	5.13515395858421	7.74771868379682	N7	No_dupl	TRUE	TRUE	3.19148936170213	204	80	1	8	
FBtr0076594	FBgn0003149	FBgn0003149	Prm	879	OG0001601	5.46684073803786	199.466283010723	181.97854546403	N8	No_dupl	TRUE	TRUE	20.250284414107	1935	704	0	19	Paramyosin
FBtr0076597	FBgn0052022	FBgn0052022	CG32022	178	OG0003137	9.85735296773184	40.9454155475534	7.39243700553006	Conserved	No_dupl	TRUE	TRUE	8.42696629213483	392	144	0	2	
FBtr0076598	FBgn0011509	FBgn0011509	SrpRbeta	244	OG0002621	9.07911932170239	32.4584663515834	15.7389592233418	Conserved	No_dupl	TRUE	TRUE	12.2950819672131	536	198	0	8	Signal recognition particle receptor beta
FBtr0076599	FBgn0000121	FBgn0000121	Arr2	401	OG0002130	8.77193464567136	212.076441466757	86.3506553576012	Conserved	No_dupl	TRUE	TRUE	11.9700748129676	899	306	1	32	Arrestin 2
FBtr0076601	FBgn0035875	FBgn0035875	Cpr66Cb	162	OG0000387	5.65528679122379	2.66608435378192	1.61831525943387	Conserved	N8	TRUE	TRUE	17.9012345679013	368	120	0	4	Cuticular protein 66Cb
FBtr0076602	FBgn0035876	FBgn0035876	Pex2	281	OG0007152	8.9817379418099	11.6750241522711	11.6257329366667	Conserved	No_dupl	TRUE	TRUE	8.89679715302491	620	225	0	5	Peroxin 2
FBtr0076603	FBgn0011762	FBgn0011762	DNApol-alpha50	438	OG0004999	7.22257846519003	1.47906472587674	0.86877937364049	Conserved	No_dupl	TRUE	TRUE	12.3287671232877	986	330	2	11	DNA polymerase alpha 50kD subunit
FBtr0076604	FBgn0035877	FBgn0035877	CG7083	438	OG0004036	7.71162621691919	19.9011111164468	31.5785690464487	Conserved	No_dupl	TRUE	TRUE	8.67579908675799	974	342	1	11	
FBtr0076606	FBgn0001253	FBgn0001253	ImpE1	1616	OG0006001	4.02601518848594	0.296379636641202	0.227324572594254	N7	No_dupl	TRUE	TRUE	24.1955445544554	3611	1239	32	52	Ecdysone-inducible gene E1
FBtr0076608	FBgn0035886	FBgn0035886	Jon66Ci	260	OG0000001	5.56513403976587	9.78454133604126	4.61868248957903	Conserved	N4	TRUE	TRUE	9.23076923076923	578	204	0	10	Jonah 66Ci
FBtr0076610	FBgn0035890	FBgn0035890	CG13667	582	OG0008059	5.67403376051507	38.6063319561976	7.38874771690728	Conserved	No_dupl	TRUE	TRUE	12.1993127147766	1304	444	10	12	
FBtr0076612	FBgn0266667	FBgn0266667	Exo70	693	OG0006323	6.43193371510104	11.3670317241465	8.44789373800218	Conserved	No_dupl	TRUE	TRUE	13.7085137085137	1551	530	0	27	Exocyst 70
FBtr0076613	FBgn0010431	FBgn0010431	mtrm	217	OG0010439	8.81544209143887	7.22547498778578	0.375205735048012	N6	No_dupl	TRUE	TRUE	11.5207373271889	486	167	1	6	matrimony
FBtr0076615	FBgn0020224	FBgn0020224	Cbl	878	OG0006316	7.02431219458697	11.1479186146001	2.51846208960688	Conserved	No_dupl	TRUE	TRUE	8.88382687927108	1935	701	2	20	Cbl proto-oncogene
FBtr0076620	FBgn0035901	FBgn0035901	Pus7	734	OG0005278	5.51231112834694	3.51867896410923	2.21801242286527	Conserved	No_dupl	TRUE	TRUE	15.9400544959129	1637	567	18	38	Pseudouridine synthase 7
FBtr0076621	FBgn0035903	FBgn0035903	CG6765	681	OG0005277	6.80679853779771	1.2000521414429	0.177543953247414	Conserved	No_dupl	TRUE	TRUE	9.10425844346549	1491	554	1	24	
FBtr0076622	FBgn0035904	FBgn0035904	GstO3	241	OG0000291	6.45516812541021	122.914244997786	154.331176155514	Conserved	N5	TRUE	TRUE	12.448132780083	537	188	4	6	Glutathione S transferase O3
FBtr0076623	FBgn0086348	FBgn0086348	se	243	OG0000291	5.57921331659058	2.10968414081874	0.0718374090773085	Conserved	N5	TRUE	TRUE	14.8148148148148	536	195	4	13	sepia
FBtr0076624	FBgn0024236	FBgn0024236	foi	706	OG0004425	5.93121514588237	25.7180393740099	4.15907457638004	N7	No_dupl	TRUE	TRUE	10.7648725212464	1575	545	6	23	fear-of-intimacy
FBtr0076633	FBgn0017579	FBgn0017579	RpL14	166	OG0008071	11.1857099806174	1295.84638820078	140.515625924326	Conserved	No_dupl	TRUE	TRUE	7.83132530120482	362	138	1	4	Ribosomal protein L14
FBtr0076638	FBgn0035915	FBgn0035915	S-Lap1	555	OG0000119	8.11567802486504	1858.38890550549	241.267200028521	Conserved	N5	TRUE	TRUE	10.990990990991	1227	440	0	23	Sperm-Leucylaminopeptidase 1
FBtr0076639	FBgn0052351	FBgn0052351	S-Lap2	552	OG0000119	6.54223276118694	898.50139714578	99.066678805002	Conserved	N5	TRUE	TRUE	11.9565217391304	1220	438	0	27	Sperm-Leucylaminopeptidase 2
FBtr0076647	FBgn0035918	FBgn0035918	Cdc6	662	OG0004416	9.23801036986112	1.76408848061816	0.405767081075011	Conserved	No_dupl	TRUE	TRUE	13.7462235649547	1449	539	7	31	Cdc6
FBtr0076648	FBgn0035916	FBgn0035916	GAPsec	403	OG0005281	5.48035111380122	6.16235458231379	3.5100181469229	Conserved	No_dupl	TRUE	TRUE	13.151364764268	903	308	0	5	GTPase activating protein, SECIS-dependent read-through
FBtr0076649	FBgn0017429	FBgn0017429	CG5989	436	OG0005282	9.69922076480622	22.3438707224396	6.00096799503489	Conserved	No_dupl	TRUE	TRUE	9.17431192660551	974	336	4	12	
FBtr0076650	FBgn0017430	FBgn0017430	Nelf-E	280	OG0005280	9.46839700843321	24.0197941705279	9.30607675047937	Conserved	No_dupl	TRUE	TRUE	13.5714285714286	632	210	0	26	Negative elongation factor E
FBtr0076651	FBgn0035911	FBgn0035911	CG6638	420	OG0003167	8.42876442222926	20.5011412957699	15.3384018836548	Conserved	No_dupl	TRUE	TRUE	11.1904761904762	929	333	4	35	
FBtr0076652	FBgn0035907	FBgn0035907	GstO1	254	OG0000291	7.04146779899208	38.5559150892816	15.468762850845	Conserved	N5	TRUE	TRUE	13.3858267716535	575	189	2	4	Glutathione S transferase O1
FBtr0076654	FBgn0035906	FBgn0035906	GstO2	251	OG0008465	7.06063366547037	38.943825146783	31.3579770028124	Conserved	No_dupl	TRUE	TRUE	12.7490039840637	565	190	1	8	Glutathione S transferase O2
FBtr0076655	FBgn0035902	FBgn0035902	CG6683	197	OG0008857	6.36336122382856	4.21936828163747	2.99322537822119	Conserved	No_dupl	TRUE	TRUE	14.7208121827411	437	156	5	13	
FBtr0076656	FBgn0035900	FBgn0035900	ZC3H3	597	OG0005283	10.1605820062912	12.4442436220184	4.37286481308004	Conserved	No_dupl	TRUE	TRUE	6.86767169179229	1304	489	11	26	ZC3H3
FBtr0076659	FBgn0035896	FBgn0035896	CG6983	180	OG0006175	5.21405024381763	22.6063567848077	11.3876743441084	Conserved	No_dupl	TRUE	TRUE	17.7777777777778	403	139	0	8	
FBtr0076662	FBgn0052354	FBgn0052354	CG32354	662	OG0006773	8.67566133787819	2.99807466335975	1.71970051105553	Conserved	No_dupl	TRUE	TRUE	9.21450151057402	1465	523	1	22	
FBtr0076663	FBgn0265102	FBgn0265102	Oseg1	1169	OG0002768	6.80642592426717	7.40115795939766	0.390463298814032	Conserved	No_dupl	TRUE	TRUE	11.1206159110351	2592	917	6	60	Outer segment 1
FBtr0076664	FBgn0035889	FBgn0035889	mkg-p	659	OG0002353	8.48897377713732	0	0	Conserved	No_dupl	TRUE	TRUE	10.1669195751138	1468	511	5	10	monkey king protein
FBtr0076666	FBgn0035887	FBgn0035887	Jon66Cii	262	OG0000001	5.68841645888778	1.80549564738201	1.48569282592354	Conserved	N4	TRUE	TRUE	9.16030534351145	583	205	1	9	Jonah 66Cii
FBtr0076674	FBgn0035880	FBgn0035880	Culd	965	OG0005000	6.27507417560231	11.6538881380829	1.01209058775305	Conserved	No_dupl	TRUE	TRUE	10.7772020725389	2140	757	14	27	CUB and LDLa domain
FBtr0076677	FBgn0035878	FBgn0035878	CG7182	513	OG0008852	5.1740863064788	54.7636153373589	7.83868058911227	Conserved	No_dupl	TRUE	TRUE	14.6198830409357	1133	408	1	9	
FBtr0076678	FBgn0053057	FBgn0053057	CG33057	212	OG0009425	8.80427689315785	0	0	Conserved	No_dupl	TRUE	TRUE	8.9622641509434	474	164	5	5	
FBtr0076683	FBgn0028379	FBgn0028379	fan	218	OG0009193	6.33656599902217	190.970366497029	43.9078593803933	Conserved	No_dupl	TRUE	TRUE	13.7614678899083	494	162	0	1	farinelli
FBtr0076684	FBgn0027549	FBgn0027549	Nulp1	702	OG0004688	6.01004818025171	88.1079855464067	27.9087271581777	Conserved	No_dupl	TRUE	TRUE	12.962962962963	1554	554	1	6	Nuclear localized protein 1
FBtr0076685	FBgn0026252	FBgn0026252	msk	1049	OG0004079	4.73865067203581	36.9035663260457	19.4553089914787	Conserved	No_dupl	TRUE	TRUE	15.1572926596759	2346	803	1	18	moleskin
FBtr0076687	FBgn0035838	FBgn0035838	ldbr	534	OG0005107	5.17589329510567	3.37926626362401	1.10511123825675	Conserved	No_dupl	TRUE	TRUE	14.6067415730337	1185	419	5	5	lariat debranching enzyme
FBtr0076688	FBgn0010350	FBgn0010350	Cds	447	OG0005070	6.99098282898278	49.7219156071077	25.5857096396558	Conserved	No_dupl	TRUE	TRUE	8.7248322147651	1003	340	0	6	CDP-diacylglycerol synthase
FBtr0076689	FBgn0002899	FBgn0002899	mus301	1051	OG0006498	5.96954230560742	1.931577631903	0.387588874777987	Conserved	No_dupl	TRUE	TRUE	12.9400570884871	2334	821	7	21	mutagen-sensitive 301
FBtr0076690	FBgn0035848	FBgn0035848	Uxs	441	OG0003496	9.40365868219612	13.9427643945892	3.72358381140683	Conserved	No_dupl	TRUE	TRUE	10.2040816326531	982	343	2	8	UDP-xylose synthase
FBtr0076694	FBgn0035851	FBgn0035851	MED24	993	OG0006235	6.43080097038983	6.56514711530181	3.24829047297051	Conserved	No_dupl	TRUE	TRUE	10.67472306143	2185	796	6	15	Mediator complex subunit 24
FBtr0076695	FBgn0035854	FBgn0035854	CG8005	368	OG0006459	5.39179350616755	4.49189064212628	2.51167469390101	Conserved	No_dupl	TRUE	TRUE	13.5869565217391	821	285	0	10	
FBtr0076697	FBgn0035856	FBgn0035856	CG13679	119	OG0000781	9.24062096228361	9.49142149243603	1.34651069989845	N6	N2	TRUE	TRUE	0	251	108	0	2	
FBtr0076698	FBgn0035857	FBgn0035857	CG8006	503	OG0010084	9.71685722888507	55.4385549756983	6.95367880710819	N5	No_dupl	TRUE	TRUE	12.7236580516899	1129	382	16	17	
FBtr0076699	FBgn0040832	FBgn0040832	CG8012	82	OG0011153	9.15626485153884	26.0425756748541	11.0499610437364	N5	No_dupl	TRUE	TRUE	0	179	69	0	2	
FBtr0076700	FBgn0035859	FBgn0035859	CG13678	128	OG0000781	9.61912015362015	0.413663557023281	0.117264005993842	N6	N2	TRUE	TRUE	0	268	118	3	7	
FBtr0076701	FBgn0265089	FBgn0265089	eIF4E3	244	OG0008466	5.34224530290298	195.637704568183	51.4207338965148	Conserved	No_dupl	TRUE	TRUE	13.9344262295082	561	173	1	4	eukaryotic translation initiation factor 4E3
FBtr0076705	FBgn0015793	FBgn0015793	Rab19	219	OG0002432	5.53838373681181	36.5949056734327	5.61371970481954	Conserved	No_dupl	TRUE	TRUE	13.6986301369863	496	163	0	1	Rab19
FBtr0076706	FBgn0035867	FBgn0035867	CG13671	698	OG0003043	9.27014721826031	6.16327829549986	4.02390403786855	Conserved	No_dupl	TRUE	TRUE	8.73925501432664	1553	543	4	7	
FBtr0076707	FBgn0087039	FBgn0087039	Sbp2	313	OG0006165	10.1357901862272	7.97380617205185	7.6212341336282	Conserved	No_dupl	TRUE	TRUE	10.223642172524	694	247	3	2	SECIS-binding protein 2
FBtr0076708	FBgn0035873	FBgn0035873	CG13670	266	OG0002457	4.86137348336187	0.90650490425805	0.123470546851624	Conserved	No_dupl	TRUE	TRUE	20.3007518796993	591	209	9	9	
FBtr0076710	FBgn0035872	FBgn0035872	Cpsf6	652	OG0007215	9.74707678121662	20.7070805802845	7.36509145999624	Conserved	No_dupl	TRUE	TRUE	11.3496932515337	1427	531	0	18	Cleavage and polyadenylation specific factor 6
FBtr0076711	FBgn0035871	FBgn0035871	BI-1	245	OG0001137	8.88404250764919	311.211697086297	231.752335173144	Conserved	No_dupl	TRUE	TRUE	7.34693877551021	543	194	0	4	Bax Inhibitor-1
FBtr0076714	FBgn0035868	FBgn0035868	CG7194	346	OG0005898	9.23496355612283	5.56786601999963	5.27285266923981	Conserved	No_dupl	TRUE	TRUE	10.9826589595376	780	260	6	2	
FBtr0076715	FBgn0035866	FBgn0035866	Arl5	179	OG0004912	6.59114961185514	16.0747217675154	7.73097135775964	Conserved	No_dupl	TRUE	TRUE	11.1731843575419	402	137	0	1	ADP-ribosylation factor-like 5
FBtr0076716	FBgn0035865	FBgn0035865	CG7201	345	OG0003785	6.42495417475757	0.069815058811691	0.0158089845788361	N8	No_dupl	TRUE	TRUE	13.0434782608696	760	277	0	8	
FBtr0076717	FBgn0027569	FBgn0027569	cert	601	OG0003784	5.22186448989332	26.2673862464181	6.11732695573839	Conserved	No_dupl	TRUE	TRUE	16.1397670549085	1343	462	0	16	ceramide transfer protein
FBtr0076718	FBgn0035861	FBgn0035861	CG7213	449	OG0011152	9.17574842929207	2.42925452175556	0.669052224319145	N5	No_dupl	TRUE	TRUE	10.2449888641425	1006	343	5	18	
FBtr0076719	FBgn0035858	FBgn0035858	CG13674	137	OG0000781	9.38111109982925	0.168897565858851	0.0382453164046952	N6	No_dupl	TRUE	TRUE	0	289	124	1	7	
FBtr0076720	FBgn0052364	FBgn0052364	tut	230	OG0007364	9.15367916562926	12.0081567432118	1.90904824103436	Conserved	No_dupl	TRUE	TRUE	10.4347826086957	522	170	3	3	tumorous testis
FBtr0076721	FBgn0035855	FBgn0035855	CG7366	389	OG0010565	5.65446067771655	62.5623683177496	13.6075599694387	N5	No_dupl	TRUE	TRUE	15.9383033419023	874	295	4	7	
FBtr0076722	FBgn0035853	FBgn0035853	UbcE2M	181	OG0004070	6.72490100380601	48.2185241451996	25.4925332298734	N8	No_dupl	TRUE	TRUE	12.707182320442	408	137	0	2	NEDD8-conjugating enzyme UbcE2M
FBtr0076723	FBgn0035852	FBgn0035852	CG7387	449	OG0002557	9.36207149492857	112.647060357244	12.7990158380941	Conserved	No_dupl	TRUE	TRUE	10.913140311804	994	355	5	11	
FBtr0076725	FBgn0035849	FBgn0035849	ERR	496	OG0004880	7.03030475475268	20.0825701866399	7.44711242549066	Conserved	No_dupl	TRUE	TRUE	10.2822580645161	1096	394	0	7	estrogen-related receptor
FBtr0076726	FBgn0035847	FBgn0035847	mthl7	491	OG0010546	6.77430992505598	0	0.0267505585595935	Conserved	N2	TRUE	TRUE	8.96130346232179	1117	358	15	12	methuselah-like 7
FBtr0076728	FBgn0020392	FBgn0020392	Nmt	472	OG0005629	8.60426946030945	24.6857494457556	18.5996249826817	Conserved	No_dupl	TRUE	TRUE	12.2881355932203	1053	365	0	12	N-myristoyl transferase
FBtr0076729	FBgn0040290	FBgn0040290	RecQ4	1579	OG0010369	6.85636840895135	1.13938009787324	0.384485470394377	Conserved	No_dupl	TRUE	TRUE	13.4262191260291	3522	1217	20	58	RecQ4 helicase
FBtr0076732	FBgn0035844	FBgn0035844	CG13676	883	OG0007029	6.4253868036991	2.12591248036349	1.66883827241132	Conserved	No_dupl	TRUE	TRUE	14.9490373725934	1923	728	3	34	
FBtr0076734	FBgn0029113	FBgn0029113	Uba2	700	OG0002708	4.88089824513109	21.547493129981	15.2427014301326	Conserved	No_dupl	TRUE	TRUE	18	1572	530	8	13	Ubiquitin-like activating enzyme 2
FBtr0076735	FBgn0042112	FBgn0042112	mRpL36	128	OG0006300	10.8248753825284	40.1426010128009	41.1468715326139	Conserved	No_dupl	TRUE	TRUE	3.125	280	106	2	8	mitochondrial ribosomal protein L36
FBtr0076736	FBgn0035839	FBgn0035839	CG7550	240	OG0002569	5.78705470079729	12.486119724737	5.12134355201953	Conserved	No_dupl	TRUE	TRUE	11.25	539	183	3	6	
FBtr0076737	FBgn0262716	FBgn0262716	Arp3	418	OG0004689	5.67358750383482	37.5072689786004	16.6900798024377	Conserved	No_dupl	TRUE	TRUE	12.9186602870813	927	329	0	3	Actin-related protein 3
FBtr0076738	FBgn0035833	FBgn0035833	CG7565	1069	OG0004241	5.26446691782583	5.36206662335981	5.12501625487334	Conserved	No_dupl	TRUE	TRUE	11.5060804490178	2377	832	1	51	
FBtr0076745	FBgn0026263	FBgn0026263	bip1	419	OG0009962	9.7820095380095	3.52636157258945	1.27386103305692	N6	No_dupl	TRUE	TRUE	8.83054892601432	927	332	7	14	bip1
FBtr0076746	FBgn0052365	FBgn0052365	CG32365	628	OG0001285	8.49848805689224	2.90397218513134	1.42321189789885	N8	No_dupl	TRUE	TRUE	7.96178343949045	1412	474	11	23	
FBtr0076747	FBgn0035823	FBgn0035823	eIF4E5	232	OG0000141	5.83910581706983	179.964330482979	13.6350219582029	Conserved	N5	TRUE	TRUE	13.3620689655172	538	160	1	5	eukaryotic translation initiation factor 4E5
FBtr0076748	FBgn0035824	FBgn0035824	CG8281	348	OG0006466	7.74493709209205	10.9700332149414	2.11067253034598	N7	No_dupl	TRUE	TRUE	11.2068965517241	765	281	3	25	
FBtr0076749	FBgn0052368	FBgn0052368	CG32368	88	OG0012241	8.00585430148507	79.6663041712831	194.334208609549	N2	No_dupl	TRUE	TRUE	18.1818181818182	208	58	1	3	
FBtr0076750	FBgn0035827	FBgn0035827	Srp9	77	OG0002852	8.60125663256045	28.1248391245567	23.148095702073	Conserved	No_dupl	TRUE	TRUE	11.6883116883117	181	52	0	4	Signal recognition particle 9
FBtr0076751	FBgn0041156	FBgn0041156	exex	525	OG0004709	9.62352587798763	3.41559459299921	3.55561944844374	Conserved	No_dupl	TRUE	TRUE	6.28571428571429	1150	427	7	23	extra-extra
FBtr0076752	FBgn0010406	FBgn0010406	RNaseX25	325	OG0004153	5.0662507893444	38.1309868085743	43.7752461958614	Conserved	No_dupl	TRUE	TRUE	14.1538461538461	740	237	2	10	Ribonuclease X25
FBtr0076753	FBgn0035830	FBgn0035830	CG8209	331	OG0004154	5.87617401847796	60.3907267182629	53.1218918022014	Conserved	No_dupl	TRUE	TRUE	17.8247734138973	733	262	2	6	
